Codigo;CodBarras;Descripcion;exisMerida;exisCaracas;Marca;Precio;Oferta;Grupo;Vence;Principio;Escala;DescXEscala;Bonifica;CantBonifica
100012303605;7891800399066;ADHESIVO ESPARADR.S/LATEX1020-5BLANCO5CMX4.5M;235;140;RELA;60.03;30.02;DESCARTABLES;2025-10-25;;1.00;50.00;0.000;0.000
100011803405;7891800398809;ADHESIVO ESPARADRA.1020-0 BLANCO 2.5CM X 90CM;687;276;RELA;15.07;7.54;DESCARTABLES;2025-10-25;;1.00;50.00;0.000;0.000
100011903505;7891800398816;ADHESIVO ESPARADRA.1020-1 BLANCO 1.2CM X 4.5M;479;104;RELA;22.25;11.13;DESCARTABLES;2025-10-25;;1.00;50.00;0.000;0.000
100013804046;7891800399011;ADHESIVO MICROPOR HIPOAL1040-10BEIGE1.2CMX10M;210;37;RELA;30.02;15.01;DESCARTABLES;2025-10-25;;1.00;50.00;0.000;0.000
100013904146;7891800399028;ADHESIVO MICROPOR HIPOAL1040-11BEIGE2.5CMX10M;4;14;RELA;51.26;25.63;DESCARTABLES;2025-10-25;;1.00;50.00;0.000;0.000
100013403546;7891800398977;ADHESIVO MICROPOR HIPOAL1040-3BEIGE1.2CMX4.5M;293;161;RELA;19.64;9.82;DESCARTABLES;2025-10-25;;1.00;50.00;0.000;0.000
100013503846;7891800398984;ADHESIVO MICROPOR HIPOAL1040-4BEIGE2.5CMX4.5M;244;4;RELA;31.08;15.54;DESCARTABLES;2025-10-25;;1.00;50.00;0.000;0.000
100013703946;7891800399004;ADHESIVO MICROPOR HIPOAL1040-6BEIGE 10CMX4.5M;13;22;RELA;82.87;41.44;DESCARTABLES;2025-10-25;;1.00;50.00;0.000;0.000
100013204105;7891800398946;ADHESIVO MICROPOR HIPOAL1040-8BLANCO2.5CMX10M;25;32;RELA;51.26;25.63;DESCARTABLES;2025-10-25;;1.00;50.00;0.000;0.000
168082-1;7597467000689;ADHESIVO MICROPORE 1/2¨X5 YDS CAJA X24 PROMEI;21;46;PROMEINT;61.05;61.05;DESCARTABLES;2026-02-25;;0.00;0.00;0.000;0.000
168081-1;7597467000665;ADHESIVO MICROPORE 1¨X5 YDS CAJA X12 PROMEI;16;7;PROMEINT;61.81;61.81;DESCARTABLES;2026-02-25;;0.00;0.00;0.000;0.000
168084-1;7597467000672;ADHESIVO MICROPORE 2¨X5 YDS CAJA X 6 PROMEINT;5;39;PROMEINT;61.43;61.43;DESCARTABLES;NULL;;0.00;0.00;0.000;0.000
759849-1;;ADHESIVO MICROPORE 3"X5YDS CAJA X 6 PROMEINT;0;32;PROMEINT;76.34;61.07;MISCELANEOS;NULL;;1.00;20.00;0.000;0.000
100014004246;7891800399035;ADHESIVO MICROPORO HIPOAL1040-12BEIGE 5CMX10M;13;36;RELA;80.26;40.13;DESCARTABLES;2026-02-25;;1.00;50.00;0.000;0.000
100013003605;7891800398915;ADHESIVO MICROPORO HIPOAL1040-2BLANCO5CMX4.5M;30;138;RELA;46.05;23.03;DESCARTABLES;2026-02-25;;1.00;50.00;0.000;0.000
100013603646;7891800398991;ADHESIVO MICROPORO HIPOAL1040-5BEIGE 5CMX4.5M;43;128;RELA;46.07;23.04;DESCARTABLES;2026-02-25;;1.00;50.00;0.000;0.000
100013304205;7891800398953;ADHESIVO MICROPORO HIPOAL1040-9 BLANCO5CMX10M;44;34;RELA;80.26;40.13;DESCARTABLES;2026-02-25;;1.00;50.00;0.000;0.000
91125;7597297000385;ADHESIVO NON WOVEN COLOR PIEL 1.25 CM X 9.1 M;0;6;ZUVISS;5.57;5.57;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
91121;7597297000392;ADHESIVO NON WOVEN COLOR PIEL 2.5 CM X 9.1CM;0;6;ZUVISS;8.34;8.34;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
796529;796029455296;ADHESIVO PLAST TRANSP 2,54CMX 4,57 BRIUTCARE;139;0;BRIUTCARE;3.82;3.44;DESCARTABLES;2026-07-25;;1.00;10.00;0.000;0.000
796530;723592772697;ADHESIVO TELA 5.08CM X 9,14MT (2¨) BRIUTCARE;64;0;BRIUTCARE;19.06;17.15;DESCARTABLES;2026-07-25;;1.00;10.00;0.000;0.000
01190412-1;;ADHESIVO TELA DURAP BEIGE 5CM CAJA X 6 ROSPIT;8;0;ROSPITAL;112.19;112.19;DESCARTABLES;2024-05-25;;0.00;0.00;0.000;0.000
01190412;;ADHESIVO TELA DURAP BEIGE 5CM X1(UMX6) ROSPIT;6;0;ROSPITAL;18.70;18.70;DESCARTABLES;NULL;;0.00;0.00;0.000;0.000
01190414-1;;ADHESIVO TELA DURAP PIEL 2X10YDS CAJA X 6 ROS;28;0;ROSPITAL;112.19;112.19;DESCARTABLES;2025-04-25;;0.00;0.00;0.000;0.000
01190414;;ADHESIVO TELA DURAP PIEL 2X10YDS X1(UMX6)ROS;2;0;ROSPITAL;18.73;17.42;DESCARTABLES;NULL;;1.00;7.00;0.000;0.000
91128;7597297000330;ADHESIVO TRANSPARENTE 2.5CM X  9.1 CM (ZUVISS;14;0;ZUVISS;7.06;7.06;MISCELANEOS;2025-04-25;;0.00;0.00;0.000;0.000
91129;7597297000347;ADHESIVO TRANSPARENTE 5CM X 9.1 CM (ZUVISS);27;0;ZUVISS;11.08;11.08;MISCELANEOS;2025-04-25;;0.00;0.00;0.000;0.000
100012703605;7891800393125;ADHESIVO TRANSPARENTE HIPOALE1030-2 5CMX4.5CM;0;9;RELA;66.77;33.39;DESCARTABLES;NULL;;1.00;50.00;0.000;0.000
168080-1;7597467000696;ADHESIVO TRANSPORE 1/2¨X5 YDS CAJA X 24 PROM;37;36;PROMEINT;64.10;64.10;DESCARTABLES;2026-02-25;;0.00;0.00;0.000;0.000
168085-1;7597467000702;ADHESIVO TRANSPORE 1¨X5 YDS CAJA X12 PROMEIN;56;20;PROMEINT;63.33;63.33;DESCARTABLES;2026-02-25;;0.00;0.00;0.000;0.000
02181012-1;;ADHESIVO TRANSPORE 2¨ X 1 CAJA X 6  ROSPITAL;0;1;ROSPITAL;73.26;73.26;DESCARTABLES;NULL;;0.00;0.00;0.000;0.000
168086-1;7597467000719;ADHESIVO TRANSPORE 2¨X5 YDS CAJA X 6 PROMEINT;121;53;PROMEINT;63.70;63.70;DESCARTABLES;2026-02-25;;0.00;0.00;0.000;0.000
060912;;ADRENALINA AMP 1MG/ML X 100 MEDEK;38;59;KMPLUS;192.73;192.73;INYECTABLES;2024-01-25;;0.00;0.00;0.000;0.000
91157;7597297000446;ADVANCED CRYSTALS ICEBERG 120G;184;198;ICEBERG;2.87;2.58;MISCELANEOS;2024-09-25;;1.00;10.00;0.000;0.000
47717;7591196007186;AFLAMAX 50 MG  X 10 TAB OFTALMI;17493;4315;OFTALMI;5.14;3.86;MEDICAMENTOS;2024-01-25;DICLOFENAC POTASICO ;1.00;25.00;0.000;0.000
10945;7591196004451;AFLAMAX 50 MG  X 20 TAB OFTALMI;6;1;OFTALMI;8.94;6.71;MEDICAMENTOS;2024-01-25;DICLOFENAC POTASICO ;1.00;25.00;0.000;0.000
69561;7591196006189;AFLAMAX DISPENSADOR 125 TAB OFTALMI;0;198;OFTALMI;41.73;39.64;MEDICAMENTOS;NULL;DICLOFENAC POTASICO ;1.00;5.00;0.000;0.000
121213;7591619163024;AFOKLIN 10 MG X 20 COMP KLINOS;65;33;KLINOS;14.28;10.00;MEDICAMENTOS;2024-10-25;ACIDO FOLICO;1.00;30.00;0.000;0.000
12121;7591619163017;AFOKLIN 5 MG X 20 COMP KLINOS;66;367;KLINOS;7.79;5.45;MEDICAMENTOS;NULL;ACIDO FOLICO;1.00;30.00;0.000;0.000
20020;7591619163031;AFOKLIN GOTAS 15 ML KLINOS;1;2;KLINOS;20.76;14.53;MEDICAMENTOS;NULL;ACIDO FOLICO;1.00;30.00;0.000;0.000
1031;7594001450283;AGUA DE ROSA X 120 ML SPRAY RECETTEMARK;5;26;RECETTEMARK;9.42;9.42;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
985524;7593090002229;AGUA DE ROSAS 120ML FCPHARMA;22;32;FC PHARMA;13.78;13.09;MISCELANEOS;2023-09-25;;1.00;5.00;0.000;0.000
30107;7592368003302;AGUA DESTILADA 3,785L FSI;7;0;FSI;48.16;40.94;PATENTADOS NATURALES;NULL;AGUA DESTILADA ();1.00;15.00;0.000;0.000
9992;7591956110248;AGUA OXIGENADA 10 V/V 3% 1000CC EL GUARDIAN;9;8;FARMAQUIMICA;8.89;8.89;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
9995;7591956110217;AGUA OXIGENADA 10 V/V 3% 120CC EL GUARDIAN;1;0;FARMAQUIMICA;2.41;2.41;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
9994;7591956110224;AGUA OXIGENADA 10 V/V 3% 240CC EL GUARDIAN;1;0;FARMAQUIMICA;3.27;3.27;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
9993;7591956110231;AGUA OXIGENADA 10 V/V 3% 500CC EL GUARDIAN;10;0;FARMAQUIMICA;5.10;5.10;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
100022-1;;AGUJA ESPINAL NRO 25G X 1 CAJA X 50 PLUSMED;11;12;PLUSMEDIC;254.38;254.38;DESCARTABLES;2026-03-25;;0.00;0.00;0.000;0.000
100021-1;;AGUJA ESPINAL NRO 26G X 1 CAJA X 50 PLUSMED;10;16;PLUSMEDIC;254.38;254.38;DESCARTABLES;2026-03-25;;0.00;0.00;0.000;0.000
100031-1;;AGUJA ESPINAL NRO 27G X 1 CAJA X 50 PLUSMEDIC;9;18;PLUSMEDIC;254.38;254.38;DESCARTABLES;2026-03-25;;0.00;0.00;0.000;0.000
80542;7591818210413;AIRCOF 5MG TAB MAST X 30 COFASA;0;6;COFASA;21.52;21.52;MEDICAMENTOS;NULL;MONTELUKAST;0.00;0.00;1.000;1.000
21001;7591818111017;AIRFEN ADULTO 0.05% X 15ml COFASA;0;1;COFASA;14.05;12.65;MEDICAMENTOS;NULL;OXIMETAZOLINA ;1.00;10.00;0.000;0.000
21010;7591818111024;AIRFEN PEDIATRICO 0.025% X 15ml COFASA;0;1;COFASA;14.05;12.65;MEDICAMENTOS;NULL;OXIMETAZOLINA ;1.00;10.00;0.000;0.000
10948;7591196002563;AIRON 10MG X 10 TA OFTALMI;5298;4634;OFTALMI;12.41;11.79;MEDICAMENTOS;2024-02-25;MONTELUKAST;1.00;5.00;0.000;0.000
11000;7591196002808;AIRON 10MG X 30 TAB OFTALMI;0;1;OFTALMI;33.99;33.99;MEDICAMENTOS;NULL;MONTELUKAST;0.00;0.00;0.000;0.000
10947;7591196002952;AIRON 4MG  X 10 TA OFTALMI;5062;171;OFTALMI;7.50;6.75;MEDICAMENTOS;2023-12-25;MONTELUKAST;1.00;10.00;0.000;0.000
109491;7591196002792;AIRON 5MG  X 30 TAB OFTALMI;684;725;OFTALMI;22.71;22.71;MEDICAMENTOS;2024-03-25;MONTELUKAST;0.00;0.00;0.000;0.000
10946;7591196002549;AIRON 5MG X 10 TA OFTALMI;4672;654;OFTALMI;11.05;10.50;MEDICAMENTOS;2024-01-25;MONTELUKAST;1.00;5.00;0.000;0.000
564102;7594001564102;AIROPLAST ESPAR- QUIRUR 1.25X500CM GENIA CARE;0;127;GENIA CARE;6.37;6.37;DESCARTABLES;NULL;;0.00;0.00;0.000;0.000
549909;6224000549909;AIROPLAST ESPAR- QUIRUR 2.5X500CM GENIA CARE;240;92;GENIA CARE;10.33;10.33;DESCARTABLES;2025-02-25;;0.00;0.00;0.000;0.000
7554;7592430000154;AJO 570 MG  CAPSULAS X 60 NATURAL PREMIUM;15;11;NATURAL PREMIUM;33.49;33.49;ALIMENTOS;2023-02-25;;0.00;0.00;0.000;0.000
50333;7592601100645;ALANTAMIDA 0,5%-0,4%CREMA X 20GRS MEYER;162;688;MEYER;18.82;16.00;MEDICAMENTOS;2024-12-25;CLORURO DE DECUALINO-ALANTOINA;1.00;15.00;0.000;0.000
140224;7592454003261;ALBENDAZOL 200 MG TAB X 2 ELTER;1634;461;LA SANTE;5.53;5.53;MEDICAMENTOS;2023-11-25;ALBENDAZOL ;0.00;0.00;1.000;1.000
44010;7591519007022;ALBENDAZOL 200 MG TAB X 2 T. FRUT CALOX;1132;295;CALOX;5.62;4.22;MEDICAMENTOS;2023-11-25;ALBENDAZOL ;1.00;25.00;0.000;0.000
140225;7592454120371;ALBENDAZOL 200 MG TAB X 6 ELTER;0;540;LA SANTE;13.81;8.29;MEDICAMENTOS;NULL;ALBENDAZOL ;1.00;40.00;0.000;0.000
000012;7594001100256;ALBENDAZOL 200 MG TAB X 6 PLUSANDEX;422;369;PLUSANDEX;6.26;5.95;MEDICAMENTOS;2023-09-25;ALBENDAZOL ;3.00;5.00;0.000;0.000
56989;7594001100263;ALBENDAZOL 200 MG X 2 TABLETAS PLUSANDEX;511;465;PLUSANDEX;3.48;3.13;MEDICAMENTOS;2023-09-25;ALBENDAZOL ;1.00;10.00;0.000;0.000
21761-1;7703038040316;ALBENDAZOL 200 MG X 50 TAB LAPROFF;10;0;LAPROFF;47.49;42.74;MEDICAMENTOS;2023-08-25;ALBENDAZOL ;1.00;10.00;0.000;0.000
694231;6942189304231;ALBENDAZOL 400MG X 1 TAB KMPLUS;1;0;KMPLUS;2.08;2.08;MEDICAMENTOS;NULL;ALBENDAZOL ;0.00;0.00;0.000;0.000
21782;7703038050049;ALBENDAZOL 400MG/20ML SUSP X 12 SOBR LAPROFF;2;1;LAPROFF;55.64;50.08;MEDICAMENTOS;NULL;ALBENDAZOL ;1.00;10.00;0.000;0.000
20148;7594001100294;ALBENDAZOL SUSP 400MG X 10ML PLUSANDEX;2;0;PLUSANDEX;4.89;4.65;MEDICAMENTOS;NULL;ALBENDAZOL ;3.00;5.00;0.000;0.000
140226;7592454120364;ALBENDAZOL SUSP 400MG/20ML PEDIATRIC LA SANTE;400;845;LA SANTE;12.42;9.94;MEDICAMENTOS;2024-03-25;ALBENDAZOL ;1.00;20.00;0.000;0.000
775634;7750215796634;ALBENDAZOL SUSP. ORAL 100MG / 5ML 20ML PORTUG;50;87;PORTUGAL;11.84;9.47;MEDICAMENTOS;NULL;ALBENDAZOL ;1.00;20.00;0.000;0.000
89041;8904058100816;ALBUMINA HUMANA SOL B.P I.V RELIANCE LIFE;1;0;RELIANCE LIFE SCIENCES;381.57;335.78;INYECTABLES;NULL;;1.00;12.00;0.000;0.000
65833;7591012277008;ALCANFOR 10GR LYA;240;139;LYA;7.92;7.13;MISCELANEOS;2025-03-25;ALCANFOR;1.00;10.00;0.000;0.000
85471;7591616000278;ALCOHOL ABSOLUTO 1LT BIOFARCO;39;14;BIOFARCO;37.83;32.16;MEDICAMENTOS;2025-01-25;ALCOHOL ABSOLUTO;1.00;15.00;0.000;0.000
15011;7592344000066;ALCOHOL ABSOLUTO 300GR SPRAY SPRAYMEDIC;1;0;SURAMERICANA DE AEROSOLES;20.67;20.67;MISCELANEOS;NULL;ALCOHOL ABSOLUTO;0.00;0.00;0.000;0.000
15010;7592344000042;ALCOHOL ABSOLUTO 50GR SPRAY SPRAYMEDIC;1;0;SURAMERICANA DE AEROSOLES;8.90;8.90;MISCELANEOS;NULL;ALCOHOL ABSOLUTO;0.00;0.00;0.000;0.000
12079;;ALCOHOL ABSOLUTO 60ML SPRAY TU PUNTO MAG;10;0;TU PUNTO MAGISTRAL;9.56;8.13;MISCELANEOS;NULL;ALCOHOL ABSOLUTO;1.00;15.00;0.000;0.000
25930;7591012250740;ALCOHOL ABSOLUTO 96% 1000 ML LYA;39;107;LYA;44.33;39.90;MISCELANEOS;2023-03-25;ALCOHOL ABSOLUTO;1.00;10.00;0.000;0.000
40878;7591012250737;ALCOHOL ABSOLUTO 96% 100ML LYA;180;64;LYA;9.65;8.69;MISCELANEOS;2024-10-25;ALCOHOL ABSOLUTO;1.00;10.00;0.000;0.000
40881;7591012250738;ALCOHOL ABSOLUTO 96% 240ML LYA;82;70;LYA;15.84;14.26;MISCELANEOS;2024-12-25;ALCOHOL ABSOLUTO;1.00;10.00;0.000;0.000
40877;7591012060163;ALCOHOL ABSOLUTO 96% 30ML LYA;252;70;LYA;5.85;5.27;MISCELANEOS;2024-10-25;ALCOHOL ABSOLUTO;1.00;10.00;0.000;0.000
25960;7591012250739;ALCOHOL ABSOLUTO 96% 500 ML LYA;36;90;LYA;25.34;22.81;MISCELANEOS;2024-11-25;ALCOHOL ABSOLUTO;1.00;10.00;0.000;0.000
0270;011344402221;ALCOHOL ABSOLUTO EXTRAFINO X 120CC FARMAGENIK;0;18;FARMAGENIK;11.06;8.85;MISCELANEOS;2023-09-25;ALCOHOL ABSOLUTO;1.00;20.00;0.000;0.000
1037-1;7594001455448;ALCOHOL ABSOLUTO X 120 ML SPRAY RECETTEMARK;49;124;RECETTEMARK;12.43;12.43;MISCELANEOS;2026-07-25;ALCOHOL ABSOLUTO;0.00;0.00;0.000;0.000
00425;7591616000261;ALCOHOL ABSOLUTO X 120CC BIOFARCO;78;759;BIOFARCO;10.19;8.66;MEDICAMENTOS;2025-01-25;ALCOHOL ABSOLUTO;1.00;15.00;0.000;0.000
1038-1;7594001455455;ALCOHOL ABSOLUTO X 240 SPRAY RECETTEMARK;45;6;RECETTEMARK;18.68;18.68;MISCELANEOS;2026-07-25;ALCOHOL ABSOLUTO;0.00;0.00;0.000;0.000
00444;7591616000285;ALCOHOL ABSOLUTO X 240CC BIOFARCO;27;345;BIOFARCO;16.85;14.32;MEDICAMENTOS;2024-04-25;ALCOHOL ABSOLUTO;1.00;15.00;0.000;0.000
0236;25525779;ALCOHOL ABSOLUTO X 250CC FARMAGENIK;0;27;FARMAGENIK;15.75;12.60;MISCELANEOS;NULL;ALCOHOL ABSOLUTO;1.00;20.00;0.000;0.000
3183;7594001452409;ALCOHOL ABSOLUTO X 500 ML RECETTEMARK;18;98;RECETTEMARK;30.07;30.07;MISCELANEOS;2023-03-25;ALCOHOL ABSOLUTO;0.00;0.00;0.000;0.000
53298;7591616000308;ALCOHOL ABSOLUTO X 500CC BIOFARCO;68;42;BIOFARCO;25.14;21.37;MEDICAMENTOS;2024-01-25;ALCOHOL ABSOLUTO;1.00;15.00;0.000;0.000
48656;7591616000315;ALCOHOL ABSOLUTO X 60CC BIOFARCO;796;191;BIOFARCO;6.66;5.66;MEDICAMENTOS;2025-02-25;ALCOHOL ABSOLUTO;1.00;15.00;0.000;0.000
1037;7594001450337;ALCOHOL ABSOLUTO X120 ML RECETTEMARK;12;0;RECETTEMARK;9.75;9.75;MISCELANEOS;NULL;ALCOHOL ABSOLUTO;0.00;0.00;0.000;0.000
1038;7594001450344;ALCOHOL ABSOLUTOX 240 ML RECETTEMARK;35;57;RECETTEMARK;15.58;15.58;MISCELANEOS;2024-02-25;ALCOHOL ABSOLUTO;0.00;0.00;0.000;0.000
1036;7594001450320;ALCOHOL ABSOLUTOX 60 ML RECETTEMARK;10;0;RECETTEMARK;5.82;5.82;MISCELANEOS;NULL;ALCOHOL ABSOLUTO;0.00;0.00;0.000;0.000
306;7596139004277;ALCOHOL AL 70% 240ML  SOMTEX;0;2;SOMA;11.32;10.41;MISCELANEOS;2023-03-25;ALCOHOL (70%);1.00;8.00;0.000;0.000
9996;7592044000113;ALCOHOL ANTISEPTICA AL 70% X 1000CC EL GUARDI;2;7;FARMAQUIMICA;19.26;19.26;MISCELANEOS;NULL;ALCOHOL ISOPROPILICO;0.00;0.00;0.000;0.000
9999;7592044000083;ALCOHOL ANTISEPTICA AL 70% X 120CC EL GUARDIA;271;108;FARMAQUIMICA;3.56;3.56;MISCELANEOS;2028-02-25;ALCOHOL ISOPROPILICO;0.00;0.00;0.000;0.000
27854;7593255000299;ALCOHOL ANTISEPTICA AL 70% X 120ML ALNA;0;1;ALNA;2.70;2.57;MISCELANEOS;NULL;ALCOHOL ISOPROPILICO;1.00;5.00;0.000;0.000
9998;7592044000090;ALCOHOL ANTISEPTICA AL 70% X 240CC EL GUARDIA;342;29;FARMAQUIMICA;5.80;5.80;MISCELANEOS;2029-02-25;ALCOHOL ISOPROPILICO;0.00;0.00;0.000;0.000
9997;7592044000106;ALCOHOL ANTISEPTICA AL 70% X 500CC EL GUARDIA;221;77;FARMAQUIMICA;10.20;10.20;MISCELANEOS;2029-02-25;ALCOHOL ISOPROPILICO;0.00;0.00;0.000;0.000
40879;7591012311287;ALCOHOL ANTISEPTICO 70% 100ML LYA;302;98;LYA;8.95;8.06;MISCELANEOS;2024-11-25;ALCOHOL ANTISEPTICO;1.00;10.00;0.000;0.000
40880;7591012070160;ALCOHOL ANTISEPTICO 70% 240ML LYA;75;288;LYA;14.25;12.83;MISCELANEOS;2024-11-25;ALCOHOL ANTISEPTICO;1.00;10.00;0.000;0.000
36321;7591616002111;ALCOHOL ANTISEPTICO 70% SPRAY 120ML BIOFARCO;225;24;BIOFARCO;8.01;8.01;MISCELANEOS;2024-10-25;ALCOHOL ANTISEPTICO;0.00;0.00;0.000;0.000
75369;7593255000275;ALCOHOL ANTISEPTICO AL 70%  950 CC ALNA;1;178;ALNA;18.81;17.87;MISCELANEOS;NULL;ALCOHOL ISOPROPILICO;1.00;5.00;0.000;0.000
95382;7591012070162;ALCOHOL ANTISEPTICO AL 70% 1000 ML LYA;106;95;LYA;32.62;29.36;MISCELANEOS;2023-08-25;ALCOHOL ANTISEPTICO;1.00;10.00;0.000;0.000
95383;7591012070161;ALCOHOL ANTISEPTICO AL 70% 500 ML LYA;44;229;LYA;22.16;19.94;MISCELANEOS;2023-10-25;ALCOHOL ANTISEPTICO;1.00;10.00;0.000;0.000
759806;7591616001992;ALCOHOL ANTISEPTICO AL 70% X 1000ML BIOFARCO;37;110;BIOFARCO;22.88;21.28;MISCELANEOS;2025-01-25;ALCOHOL ISOPROPILICO;1.00;7.00;0.000;0.000
15187;7593255000244;ALCOHOL ANTISEPTICO AL 70% X 100CC  ALNA;1;0;ALNA;2.30;2.19;MISCELANEOS;NULL;ALCOHOL ISOPROPILICO;1.00;5.00;0.000;0.000
27858;7593255000251;ALCOHOL ANTISEPTICO AL 70% X 240ML  ALNA;34;927;ALNA;5.20;4.94;MISCELANEOS;NULL;ALCOHOL ISOPROPILICO;1.00;5.00;0.000;0.000
14848;7593255000268;ALCOHOL ANTISEPTICO AL 70% X 500ML ALNA;0;394;ALNA;9.66;9.18;MISCELANEOS;NULL;ALCOHOL ISOPROPILICO;1.00;5.00;0.000;0.000
759808;7591616001985;ALCOHOL ANTISEPTICO AL 70% X 500ML BIOFARCO;31;140;BIOFARCO;14.65;13.62;MISCELANEOS;2025-01-25;ALCOHOL ISOPROPILICO;1.00;7.00;0.000;0.000
759901;7592782000901;ALCOHOL ETILIC ANTISEPT 70% SPRAY 60ML VINCEN;15;0;VINCENTI;5.19;4.57;MISCELANEOS;2023-12-25;ALCOHOL ANTISEPTICO;1.00;12.00;0.000;0.000
30109;7592368002534;ALCOHOL EXT. (ABSOLUTO) 250 CM³ FSI;67;0;FSI;18.01;13.20;PATENTADOS NATURALES;2022-11-25;ALCOHOL ABSOLUTO;1.00;15.00;0.000;0.000
30113;7592368003425;ALCOHOL EXT. (ABSOLUTO) 3,785 CM³ FSI;7;0;FSI;191.02;139.97;PATENTADOS NATURALES;2023-07-25;ALCOHOL ABSOLUTO;1.00;15.00;0.000;0.000
30117;7592368000233;ALCOHOL EXT. (ABSOLUTO) 30 cm³ PAQ X 6  FSI;18;0;FSI;32.24;27.40;PATENTADOS NATURALES;2023-09-25;ALCOHOL ABSOLUTO;1.00;15.00;0.000;0.000
30114;7592368003036;ALCOHOL EXT. (ABSOLUTO) 475 CM³ FSI;29;0;FSI;25.96;19.02;PATENTADOS NATURALES;2023-10-25;ALCOHOL ABSOLUTO;1.00;15.00;0.000;0.000
30115;7592368003029;ALCOHOL EXT. (ABSOLUTO) 990 CM³ FSI;24;0;FSI;49.57;39.31;PATENTADOS NATURALES;2023-07-25;ALCOHOL ABSOLUTO;1.00;8.00;0.000;0.000
30116;7592368000295;ALCOHOL EXT. (ABSOLUTO) X 120 cm³ FSI;8;0;FSI;8.15;7.50;PATENTADOS NATURALES;NULL;ALCOHOL ABSOLUTO;1.00;8.00;0.000;0.000
27985;7591487000049;ALCOHOL ISOPROPILICO 1000ML ALCOHOLES ALVA;1;0;ALVA;35.82;35.82;MISCELANEOS;NULL;ALCOHOL ISOPROPILICO;0.00;0.00;0.000;0.000
27203;7591487000025;ALCOHOL ISOPROPILICO 240ML ALCOHOLES ALVA;2;0;ALVA;9.92;9.92;MISCELANEOS;2031-06-25;ALCOHOL ISOPROPILICO;0.00;0.00;0.000;0.000
30118;7592368002503;ALCOHOL P/ QUEMAR 250 CM³ FSI;18;0;FSI;13.98;10.24;PATENTADOS NATURALES;2025-08-25;;1.00;15.00;0.000;0.000
30119;7592368003050;ALCOHOL P/ QUEMAR 475 CM³ FSI;31;0;FSI;20.74;15.20;PATENTADOS NATURALES;2025-06-25;;1.00;15.00;0.000;0.000
30120;7592368003043;ALCOHOL P/ QUEMAR 935 CM3 FSI;28;0;FSI;26.59;19.48;PATENTADOS NATURALES;2023-06-25;;1.00;15.00;0.000;0.000
09289;7591616000322;ALCOHOL YODADO 120ML BIOFARCO;337;8;BIOFARCO;15.87;14.28;MEDICAMENTOS;2023-09-25;ALCOHOL YODADO ;1.00;10.00;0.000;0.000
24893;;ALCOHOL YODADO 30 CC LYA;136;86;LYA;8.32;7.49;MISCELANEOS;2023-04-25;ALCOHOL YODADO ;1.00;10.00;0.000;0.000
30122;7592368000325;ALCOHOL YODADO 30 cm³  PAQ X 6 UND. FSI;20;0;FSI;30.29;25.75;PATENTADOS NATURALES;2023-11-25;;1.00;15.00;0.000;0.000
08749;7591616000346;ALCOHOL YODADO 60ML BIOFARCO;331;0;BIOFARCO;12.39;11.15;MEDICAMENTOS;2023-08-25;ALCOHOL YODADO ;1.00;10.00;0.000;0.000
10960;7591196002693;ALERGOT AL 0.05% SOL OFT X 5CC OFTALMI;43;0;OFTALMI;23.92;22.72;MEDICAMENTOS;2023-09-25;AZELASTINE;1.00;5.00;0.000;0.000
10950;7591196003430;ALFADYN 0,20% SOL OFT X 5ML OFTALMI;178;101;OFTALMI;40.88;38.84;MEDICAMENTOS;2023-11-25;BRIIMONIDINA;1.00;5.00;0.000;0.000
78452;7591442000077;ALGODON ALVE 100GRS X 1 ALVE;108;198;ALVE;35.56;35.56;MISCELANEOS;2026-10-25;;0.00;0.00;0.000;0.000
35974;7591442000053;ALGODON ALVE 25GRS X 1 ALVE;1617;1115;ALVE;9.13;9.13;MISCELANEOS;2028-01-25;;0.00;0.00;0.000;0.000
13036;;ALGODON ROLLO 500GR COTTON WOOL;57;0;YANGZHOU SUPER UNION;23.08;23.08;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
169859;7597467000733;ALGODON ROLLO 500GR PLUSMEDIC;106;39;PLUSMEDIC;20.67;18.60;MISCELANEOS;2023-03-25;;1.00;10.00;0.000;0.000
591248;7591248851217;ALGODÓN ZIG-ZAG X 20 PLIEGUES MIMADITO;0;1;MIMADITO;10.42;10.42;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
05303;7592806133011;ALGOREN 10 MG EST. X 20 TABLETAS RONAVA;294;182;RONAVA;11.03;11.03;MEDICAMENTOS;2026-06-25;PROPANOLOL;0.00;0.00;0.000;0.000
21759;8904307701122;ALICE-21 (DROSPIRENONA3,0-ETINILESTRADIOL0,03;2;0;WELLONA PHARMA;41.60;35.36;MEDICAMENTOS;NULL;DROSPIRENONA -ETINILESTRADIOL;1.00;15.00;0.000;0.000
